מזהה,סוג,"מק""ט","GTIN, UPC, EAN, or ISBN",שם,פורסם,האם מומלץ?,נראות בקטלוג,Unnamed: 8,תיאור,תאריך התחלה של מחיר המבצע,תאריך סיום של מחיר המבצע,סטטוס מס,סוג מס,במלאי?,מלאי,כמות של מלאי מועט,לאפשר הזמנות מראש?,נמכר בנפרד?,"משקל (ק""ג)",אורך (סנטימטרים),רוחב (סנטימטרים),גובה (סנטימטרים),לאפשר חוות דעת של לקוחות?,הערת רכישה,מחיר מבצע,מחיר רגיל,קטגוריות,תגיות,סוג משלוח,תמונות,הגבלת הורדות,ימים שנותרו לתוקף ההורדה,אב,מוצרים מקובצים,מוצרים משודרגים,מוצרים משלימים,URL חיצוני,טקסט כפתור,מיקום,Rey Swatches,Rey Variations extra images,שיוך 1 שמות,שיוך 1 ערכים,שיוך 1 פריטים מוצגים,שיוך 1 פריטים גלובליים,כלים: _wp_page_template,כלים: product_subtitle_text,כלים: _product_subtitle_text,כלים: title_display,כלים: _title_display,כלים: page_cover,כלים: _page_cover,כלים: rey_body_class,כלים: _rey_body_class,כלים: header_layout_type,כלים: _header_layout_type,כלים: header_text_color,כלים: _header_text_color,כלים: header_position,כלים: _header_position,כלים: custom_logo,כלים: _custom_logo,כלים: logo_mobile,כלים: _logo_mobile,כלים: footer_layout_type,כלים: _footer_layout_type,כלים: custom_container_width,כלים: _custom_container_width,כלים: container_spacing,כלים: _container_spacing,כלים: content_padding_top,כלים: _content_padding_top,כלים: content_padding_bottom,כלים: _content_padding_bottom,כלים: content_padding,כלים: _content_padding,כלים: global_sections,כלים: _global_sections,כלים: general_redirect,כלים: _general_redirect,כלים: top_sticky_gs,כלים: _top_sticky_gs,כלים: bottom_sticky_gs,כלים: _bottom_sticky_gs,כלים: perf__disable_wpblock,כלים: _perf__disable_wpblock,כלים: perf__disable_wcblock,כלים: _perf__disable_wcblock,כלים: product_info,כלים: _product_info,כלים: single_specifications_block,כלים: _single_specifications_block,כלים: buynow_pdp__enable,כלים: _buynow_pdp__enable,כלים: gs_before_atc,כלים: _gs_before_atc,כלים: enable_text_before_add_to_cart,כלים: _enable_text_before_add_to_cart,כלים: gs_after_atc,כלים: _gs_after_atc,כלים: enable_text_after_add_to_cart,כלים: _enable_text_after_add_to_cart,כלים: estimated_delivery__hide,כלים: _estimated_delivery__hide,כלים: estimated_delivery__days,כלים: _estimated_delivery__days,כלים: estimated_delivery__days_margin,כלים: _estimated_delivery__days_margin,כלים: estimated_delivery__custom_text,כלים: _estimated_delivery__custom_text,כלים: product_360_images,כלים: _product_360_images,כלים: badges,כלים: _badges,כלים: quantity_options_minimum,כלים: _quantity_options_minimum,כלים: quantity_options_maximum,כלים: _quantity_options_maximum,כלים: quantity_options_step,כלים: _quantity_options_step,כלים: quantity_options,כלים: _quantity_options,כלים: content_before,כלים: _content_before,כלים: content_after,כלים: _content_after,כלים: product_stretch,כלים: _product_stretch,כלים: product_video_url,כלים: _product_video_url,כלים: product_video_main_image,כלים: _product_video_main_image,כלים: product_video_summary,כלים: _product_video_summary,כלים: product_video_modal_ratio,כלים: _product_video_modal_ratio,כלים: product_custom_tabs,כלים: _product_custom_tabs,כלים: product_content_after_summary,כלים: _product_content_after_summary,כלים: product_content_after_content,כלים: _product_content_after_content,כלים: rs_page_bg_color,כלים: _rey_qty_per_variation_min,כלים: _rey_qty_per_variation_max,כלים: _rey_qty_per_variation_step,כלים: __is_newly_created_product
19948.0,variation,cusdes-KS-46427-m,,ציור שמן ג'רזי,1,0.0,hidden,,"הוסיפו אמירה אמנותית נועזת למראה הקז'ואל שלכם עם ג'רזי ציור שמן, הכולל סגירת כפתורים מלאה, עשוי מ-100% פוליאסטר. ההדפס של רקע צבעוני של דליפת שמן עם המלבן הלבן בחזית עוצב על ידי האמנים המקומיים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/179423-oil-paint-jersey-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/179422-oil-paint-jersey-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/179424-oil-paint-jersey-back.jpg",,,cusdes-KS-46427,,,,,,0.0,,,מידה,m,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19934.0,variation,cusdes-KS-46943-m,,פריזמה ג'רזי,1,0.0,hidden,,"היו ייחודיים עם ג'רזי Prism שלנו, עם סגירת כפתורים מלאה, עשוי מ-100% פוליאסטר. הדפס המשולש המנסרה הבהיר והמשתנה בצבעים עוצב על ידי האמנים המקומיים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/Prism-Jerse-Front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/Prism-Jersey-Side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/Prism-Jersey-Back.jpg",,,cusdes-KS-46943,,,,,,0.0,,,מידה,m,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19966.0,variation,cusdes-KS-41780-m,,ג'רזי 420 VIBES,1,0.0,hidden,,"לאורח חיים 420. לבשו את חולצת ה-420 VIBES הייחודית שלנו, בעלת עיצוב בהתאמה אישית, עשויה מ-100% פוליאסטר. ההדפס של כתמי צבע צבעוניים וסימני ידיים עוצבו על ידי האמנים המקומיים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/front_26.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/side_16.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/back_27.jpg",,,cusdes-KS-41780,,,,,,0.0,,,מידה,m,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19956.0,variation,cusdes-KS-37031-m,,ג'רזי ורוד אפרסק,1,0.0,hidden,,"שלבו את המראה היומיומי שלכם עם ג'רזי ורוד אפרסק שלנו, הכולל סגירת כפתורים מלאה, עשוי מ-100% פוליאסטר. בעקבות דוח טרנדים בצבעי אופנה לעונה הקרובה, עיצבנו את הוורוד אפרסק החם והמחמיא.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/PeachPink-Jersey-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/PeachPink-Jersey-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/PeachPink-Jersey-back.jpg",,,cusdes-KS-37031,,,,,,0.0,,,מידה,m,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19946.0,variation,cusdes-KS-52977-m,,ג'רזי מנוף מנצ'ורי,1,0.0,hidden,,"שלבו כמה אלמנטים של ציפורים בבגדי היומיום שלכם עם ג'רזי העגור המנצ'ורי, הכולל כפתורים מלאים וצללית ג'רזי איקונית. צוות האמנים שלנו יצר את הדפס העגור בעל הכתר האדום הזה, המסמל מזל, אריכות ימים ונאמנות, בשיתוף פעולה עם המעצב המוכשר רוברטו נייטו, המכונה Syntetyc.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/212920-Cyberhero-FH_20Jersey-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/212919-Cyberhero-FH_20Jersey-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/212921-Cyberhero-FH_20Jersey-back.jpg",,,cusdes-KS-52977,,,,,,0.0,,,מידה,m,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950.0,variation,cusdes-KS-52139-s,,מסיבת התה ג'רזי,1,0.0,hidden,,"הביאו אמנות מפורטת וצבעונית לאוספים שלכם עם חולצת טי פארטי ג'רזי, הכוללת כפתורים מלאים וצללית ג'רזי איקונית. איור קווים תוסס וצבעוני זה בסגנון בארוק נוצר על ידי האמן החזותי המוכשר נינהול.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/209438-OTW-FH_20Jersey-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/209437-OTW-FH_20Jersey-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/209439-OTW-FH_20Jersey-back.jpg",,,cusdes-KS-52139,,,,,,0.0,,,מידה,s,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19942.0,variation,cusdes-KS-41497-s,,ג'רזי שבורה X,1,0.0,hidden,,"השלימו את סגנון הרחוב שלכם עם ג'רזי Broken X, בעלת עיצוב בהתאמה אישית, עשויה מ-100% פוליאסטר. צוות האמנים שלנו עיצב את דוגמת ההסוואה הכוללת פסים לבנים.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/157072-b94fdf0c.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/157073-cf774da7.jpg",,,cusdes-KS-41497,,,,,,0.0,,,מידה,s,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19936.0,variation,cusdes-KS-47793-s,,נתיב תת-ימי ג'רזי,1,0.0,hidden,,"לאן שלא ייקח אתכם המסע שלכם - גם אם הוא מתחת למים - למדו לשגשג במקום בו אתם נטועים עם ג'רזי הנתיב התת-ימי, הכוללת כפתורים מלאים, עשויה מ-100% פוליאסטר. צוות האמנים שלנו יצר את הדוגמה השבטית המרתקת הזו בצבעוניות מימית מרהיבה.
 \n
 \n&nbsp;",,,none,,1,2,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/188851-1.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/188850-2.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/188852-3.jpg",,,cusdes-KS-47793,,,,,,0.0,,,מידה,s,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19960.0,variation,cusdes-KS-23834-xl,,ג'רזי גולגולת שחור ולבן,1,0.0,hidden,,"גלו את עומק הסטייל הפנימי שלכם עם חולצת ג'רזי גולגולת שחורה ולבנה, הכוללת סגירת כפתורים מלאה, עשויה מ-100% פוליאסטר. צוות האמנים שלנו עיצב את ההדפס של גולגולות שחורות ולבנות בניגוד לוורדים יפהפיים.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/front_88722ded-ea76-462a-a93a-92cb3cba0101.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/side_0b776621-e2c0-4c9e-9234-6312d9afd8ca.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/back_5bbb827b-58b6-46dc-a022-7581c9d94955.jpg",,,cusdes-KS-23834,,,,,,0.0,,,מידה,xl,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19954.0,variation,cusdes-KS-41460-xl,,ג'רזי מקס פאוור,1,0.0,hidden,,"הוסיפו קצת סגנון שבטי למראה שלכם עם ג'רזי Max Power, בעלת עיצוב בהתאמה אישית, עשויה מ-100% פוליאסטר. דוגמה מהפנטת זו עם צבעים מושכי עין ופרצוף של אישה נוצרה על ידי צוות האמנים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/156990-985afb3a.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/156991-88adbdae.jpg",,,cusdes-KS-41460,,,,,,0.0,,,מידה,xl,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19938.0,variation,cusdes-KS-42812-xl,,ג'רזי צד אתרי,1,0.0,hidden,,"השג מראה טריפי מושך את העין עם ג'רזי Ethereal Side, בעל עיצוב בהתאמה אישית, עשוי מ-100% פוליאסטר איכותי. צוות המעצבים המוכשר שלנו יצר את דוגמת הפייזלי המונוכרומית הזו למראה מהפנט.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/FHJerseyShirt_etherealside_front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/FHJerseyShirt_etherealside_side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/FHJerseyShirt_etherealside_back.jpg",,,cusdes-KS-42812,,,,,,0.0,,,מידה,xl,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19964.0,variation,cusdes-KS-48643-xl,,ג'רזי קרח סגול,1,0.0,hidden,,"צבעו את חייכם בצבעי הסגולים של הקרח, עם סגירת כפתורים מלאה, עשויה מ-100% פוליאסטר איכותי. הדוגמה הסגולה-כחולה עוצבה על ידי צוות האמנים שלנו, ויצרה סגנונות מנוגדים.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/7-f-FHJerseyShirt2806.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/7-s-FHJerseyShirt2806.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/7-b-FHJerseyShirt2806.jpg",,,cusdes-KS-48643,,,,,,0.0,,,מידה,xl,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19958.0,variable,cusdes-KS-41313,,לילות טריפי ג'רזי,1,0.0,visible,,"הוסיפו קצת רוח פסיכדלית למראה שלכם עם ג'רזי ""לילות טריפיים"" שלנו, בעל עיצוב בהתאמה אישית, עשוי מ-100% פוליאסטר. צוות האמנים שלנו יצר את עיצוב החלומות המושך את העין הזה.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/156684-4daddedb.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/156685-170604e2.jpg",,,,,,,,,0.0,,,מידה,l,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19952.0,variable,cusdes-KS-23541,,דלי בשמיים ג'רזי,1,0.0,visible,,"כשאתה מזל דלי, הדברים הכי חשובים בחיים הם חוכמה, מקוריות ויכולת יצירתית. הראו שאתם מזל מים גאה עם ג'רזי ""דלי בשמיים"", הכוללת עיצוב בהתאמה אישית, עשוי מפוליאסטר איכותי. ההדפס המהפנט של שמיים כחולים בהירים עם עננים ומזל דלי עוצב על ידי צוות האמנים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/71426.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/71424.jpg",,,,,,,,,0.0,,,מידה,l,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19948.0,variable,cusdes-KS-46427,,ציור שמן ג'רזי,1,0.0,visible,,"הוסיפו אמירה אמנותית נועזת למראה הקז'ואל שלכם עם ג'רזי ציור שמן, הכולל סגירת כפתורים מלאה, עשוי מ-100% פוליאסטר. ההדפס של רקע צבעוני של דליפת שמן עם המלבן הלבן בחזית עוצב על ידי האמנים המקומיים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/179423-oil-paint-jersey-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/179422-oil-paint-jersey-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/179424-oil-paint-jersey-back.jpg",,,,,,,,,0.0,,,מידה,m,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19934.0,variable,cusdes-KS-46943,,פריזמה ג'רזי,1,0.0,visible,,"היו ייחודיים עם ג'רזי Prism שלנו, עם סגירת כפתורים מלאה, עשוי מ-100% פוליאסטר. הדפס המשולש המנסרה הבהיר והמשתנה בצבעים עוצב על ידי האמנים המקומיים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/Prism-Jerse-Front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/Prism-Jersey-Side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/Prism-Jersey-Back.jpg",,,,,,,,,0.0,,,מידה,m,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19966.0,variable,cusdes-KS-41780,,ג'רזי 420 VIBES,1,0.0,visible,,"לאורח חיים 420. לבשו את חולצת ה-420 VIBES הייחודית שלנו, בעלת עיצוב בהתאמה אישית, עשויה מ-100% פוליאסטר. ההדפס של כתמי צבע צבעוניים וסימני ידיים עוצבו על ידי האמנים המקומיים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/front_26.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/side_16.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/back_27.jpg",,,,,,,,,0.0,,,מידה,m,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19956.0,variable,cusdes-KS-37031,,ג'רזי ורוד אפרסק,1,0.0,visible,,"שלבו את המראה היומיומי שלכם עם ג'רזי ורוד אפרסק שלנו, הכולל סגירת כפתורים מלאה, עשוי מ-100% פוליאסטר. בעקבות דוח טרנדים בצבעי אופנה לעונה הקרובה, עיצבנו את הוורוד אפרסק החם והמחמיא.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/PeachPink-Jersey-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/PeachPink-Jersey-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/PeachPink-Jersey-back.jpg",,,,,,,,,0.0,,,מידה,m,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19946.0,variable,cusdes-KS-52977,,ג'רזי מנוף מנצ'ורי,1,0.0,visible,,"שלבו כמה אלמנטים של ציפורים בבגדי היומיום שלכם עם ג'רזי העגור המנצ'ורי, הכולל כפתורים מלאים וצללית ג'רזי איקונית. צוות האמנים שלנו יצר את הדפס העגור בעל הכתר האדום הזה, המסמל מזל, אריכות ימים ונאמנות, בשיתוף פעולה עם המעצב המוכשר רוברטו נייטו, המכונה Syntetyc.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/212920-Cyberhero-FH_20Jersey-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/212919-Cyberhero-FH_20Jersey-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/212921-Cyberhero-FH_20Jersey-back.jpg",,,,,,,,,0.0,,,מידה,m,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950.0,variable,cusdes-KS-52139,,מסיבת התה ג'רזי,1,0.0,visible,,"הביאו אמנות מפורטת וצבעונית לאוספים שלכם עם חולצת טי פארטי ג'רזי, הכוללת כפתורים מלאים וצללית ג'רזי איקונית. איור קווים תוסס וצבעוני זה בסגנון בארוק נוצר על ידי האמן החזותי המוכשר נינהול.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/209438-OTW-FH_20Jersey-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/209437-OTW-FH_20Jersey-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/209439-OTW-FH_20Jersey-back.jpg",,,,,,,,,0.0,,,מידה,s,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19942.0,variable,cusdes-KS-41497,,ג'רזי שבורה X,1,0.0,visible,,"השלימו את סגנון הרחוב שלכם עם ג'רזי Broken X, בעלת עיצוב בהתאמה אישית, עשויה מ-100% פוליאסטר. צוות האמנים שלנו עיצב את דוגמת ההסוואה הכוללת פסים לבנים.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/157072-b94fdf0c.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/157073-cf774da7.jpg",,,,,,,,,0.0,,,מידה,s,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19936.0,variable,cusdes-KS-47793,,נתיב תת-ימי ג'רזי,1,0.0,visible,,"לאן שלא ייקח אתכם המסע שלכם - גם אם הוא מתחת למים - למדו לשגשג במקום בו אתם נטועים עם ג'רזי הנתיב התת-ימי, הכוללת כפתורים מלאים, עשויה מ-100% פוליאסטר. צוות האמנים שלנו יצר את הדוגמה השבטית המרתקת הזו בצבעוניות מימית מרהיבה.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,180.0,200,"נשים > בגדים, גברים > בגדים, נשים > בגדים > ג'רזי, גברים > בגדים > ג'רזי",ג'רזי,,"https://zeketa.co.il/wp-content/uploads/2026/01/188851-1.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/188850-2.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/188852-3.jpg",,,,,,,,,0.0,,,מידה,s,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
